sentimen	Tweet
0	aku dejiko nyo 
0	fxkro cepet kambek aku dah nunggu unnir nie
0	adik aku nak photostat buku bahasa arab dia guna printer kau boleh imagine tak macam mana tetiba ada separuh muka dia hahaha i 
-1	mau ganti presidennya mau apa saja yang digantinya akan percuma jika tak ganti adab dan akhlaq kepada orang tua memulung mun 
-1	biasalah tu perempuan kena berjaga jaga muka malaikat pun kadang2 perangai syaitan jugak aku pernah gak camni lari laju teruk 
-1	terkadang kamu perlu membentang jarak agar tau arti kata rindu 
-1	ohhhhempat la kalau nak jmpa aku lgi aku ckup bulan 9 ni aku balik melaka huhuhu
0	alasan dia sama mcm alasan haih tahla
0	pernah makan di der carbin bistro bandareri alam masai jb tak pernah solat di ruang solat kontena kat bawah tu tak in 
0	hai terkait letak bangku dapat berbeda beda untuk masing masing maskapai tergantung jenis maskapainy 
0	padahal nggakada otak aku hasil tes otak kiri atau kananku otak kiri 23 otak kanan 77 dominan otak k 
1	alhamdulillah adik ipar ku dan temen2nya masih selamat wlaupun ya pala nya benjol bibir nya pecah aku sedih bangettt 
-1	aku tkda masa la do nak baik baik dgn org talam ni skrg mcm babi
0	bila cg intai kertas exam masa kau buat 
0	sini aja kamu ke jakarta deh 
1	aku bgt
0	bighit cerdik ya awal tahun army disuguhi run bts run bts hiatus mereka comeback comeback kelar ada worldtour lg worl 
-1	gaduh dengan bestfriend ni sumpah sakit 
0	aku ingin nak merasa dihisap begini
1	sebenarnya kalau korang kenal aku in real life mesti kau seronok kawan dengan aku aku sebenarnya ok je lawak pun ya 
0	kau tuh dah nak spm wat la kebajikan sikit kat umah nie mentang2 la aku tengah cuti senang2 je bagi keje kat aku
-1	diingetin diingetin kok aku e ae suka lupa diri hehe
0	sekarang buat web nggak harus mahal cuma 80rb kamu bisa dapetin web sesuai keinginanmu cek aja di 
-1	ak tak sanggup nak tgok kejadian yang menyedihkan nie 
-1	buset dah aku udah pasrah aja klo ketemu yg ginian 
0	iya aku froggy
1	terlihat enak 
-1	ketika ada orang yg kamu kasih tahu benernya tapi dia tetep kayak gitu pesan yg bisa diambil biarkan dia bodoh selamanya gws hoho 
0	izinkan aku mengupload ini 
1	alia dm benda ni kt aku hahahaha
-1	maafin aku ya belum bisa lupain kamu 
0	hai achanjkt48 kadang aku suka rindu kamu kangen typomu kangen ngingetin sholat gt lt pokok nya semua dehalam kangen dari fantasticof48 42
0	lihat video ayam kampus cantik pamer puting merah dan memek mulus cek bio aku say bugil bokephijab videobokep ngentot 
-1	memilih pasangan hidup itu susah dan kenapa aku memilih kamu karena aku telah berhasil melewati kesusahan kesusahan itu 
1	aku ingin selalu berfikir positif meskipun pada kenyataannya aku keliru m dan akhirnya aku harus menyembukan luka 
0	benda simple je ph jadi kerajaan selepas 9 mei menteri kewangan paling bangang dalam sejarah malaysia bandingkan 
0	aku 25 tahun dan dokter hewan hellooooo 
-1	korang u know perempuan zaman sekarang tak suka kan bila laki2 try hard sangat macam ni kerja nak tunjuk badan je nak 
1	aku wes katam yg kyk gitu disini wkwkkwkww
1	dan aku isa ibnu maryam memberi kabar gembira dgn datangnya seorang rasul yg akan datang sesudahku yg namanya ahmad muhammad 61 6 
1	wkwk makasih eonniee sampai oleng aku tuh nulisnyaa 
0	tibe tibe aku beratur nak naik bas tu akak cek tiket tk bagi dia suruh print jugak aku katelah tapi saya ada bukt 
-1	halahhh curang kamu
0	plan nak isi minyak wktu solat jumaat nt tp dh halfway pergi masjid baru teringat aku tak bawak dompet amp minyak dah 
0	berani gigit aku 
0	english first of all melayu tak benda sekarang ni kau dengar dulu aku nak cakap panjang bebeno melayu nohh a 
0	yaa coba kalo kamu punya twitters hm
0	panduan pesan minuman di buat bekal lanhalan kalau kamu sukanya pesan apa 
-1	huhiapa yang setan aku tak tahu apapun alasannya aku tak ingin tahu perasaan pembunuh kogoro mouri
1	the battleship island berjaya buat aku teriak 
-1	aku penat dahh aku tak sanggup lagi kalau kau taknak kau cakap jangan buat aku mcm tunggul aku penat tau takkk 
0	hi kamu yang suka oleng ke aku 
1	aku hanya ingin menjadi seseorang yg peduli didepan kamu aku berharap aku selalu ada disaat dibutuhkan
0	kepada adik adik yg baru masuk ukm meh aku belanja tempat tempat makan best sekitar bangi kajang 1 april 24 bangi 
0	it's 2 46amo aku nak share kenapa korang kena fikir panjang sebelum kawin based on experience 1 kat klinik ibu dan ana 
0	aku jadi ikutan puyeng 
-1	kaya ex opis aku ni main campak2 layer 2 switch 
1	kayaknya aku ngerti lo wkwk
1	aku mau minta tolong ke kamu gampang kok cuma mau kamu jangan pernah tinggalin aku 
0	2 221 171 240 171 slash ak ds 240 173 71 kamu sudah lvl brp 
1	kok aku lebih seneng kalo kuliah pagi ya
1	aku suka manganya live actionnya animenya ku suka semua 
0	ini kalau pengelola taman safari denger gmn ya 
1	terkadang orang yg paling kamu inginkan adalah orang yg membuat hidupmu tak begitu banyak sedih jika tanpanya 
1	ni kan sbnrya budak genius cekap math sometime sakit mcm ni cekap in art 
0	pam cube kau budak ex dip fisheries kita duku semua ada masalah yang sama macam aku terhadap kau
-1	surah an noor ayat 2 perempuan yang berzina dan lelaki yang berzina hendaklah kamu sebat tiap tiap seorang dari keduan 
1	apa yg berlaku pagi td betul2 terkesan dlm diri aku 
0	pake kode aku yuk 
-1	selagi lom period nang semua ku emosi eh bencik ku kelaka benda sama jak semua dari org aneh2 nok kenal aku pun sik 
0	hujan ni mmg tak mau bagi aku kluaq pi mana mana haa
-1	bukan aku la kakak aku haha
0	aku udh sedia payung kebalik nih
0	giveaway retweet tweet ini follow aku autofollback kok 1st winner dapet semua yang di pic 2nd winner puls 
-1	rindu kamu juga bebi
1	giveaway pulsa dikarenakan hari ini aku lagi bahagia mau adain ga kecil an buat kalian 2 pemenang akan dapat puls 
0	aku husnuzon jela dia busy nk mampos smpai tkde masa nk reply 
-1	suatu hari kamu bakal kehilangan sesuatu yg berkali2 lipat dr pulpen mgkn kamu mikir sepele ah cm pena tp 
-1	ya allah sesungguhnya ni yang aku takot
0	klu kamu ibu atau istri org imbox aku siap layani 
0	the one colour obsession lipstick 6 pilihan warna popshock dengan chromaload technology utk hasil warna yg lebih in 
0	sayang aku bukan picasso yang terpaksa membakar lukisan lukisannya untuk menghangatkan ruangannya pada musim dingin ak 
-1	siapa yang tahu pak ahok nyindir siapa yahc aku dukung dendamnya pak ahok untuk mengusut pejabat brengsek pantesan bis 
-1	kalo lagi pdkt trs gebetan nanya selain deket sama aku kamu deket sama siapa lagi jawab aja dekat dengan kematian 
0	bagi aku makan dong 
1	yeeees akhirnya minion kita menaaaaang spot jantung aku nontonnya japanopensuper750 
1	selamat dibalik bullyan mu kamu menyimpan segudang prestasi 
-1	gimana mau tirus kamu ngasih cokelat mulu 
-1	khas untuk suami yg curang dgn isteri tak reti appreciate isteri dan kaki betina betapa besarnya pengorbanan seorg ibu 
-1	udah daritadi aku bales
0	jika kamu seorang detektif setidaknya kamu bisa menganalisa apa yang kurasakan mouri ran 
1	kalo misal eps 3 4 oke dan aku tetep lanjut kayanya ini bakalan jadi drama korea pertama yang aku tonton di tahun 
-1	sadar dong kalau aku tuh kangen bangetama kamuuu ' 
-1	like aku pun ada gak nak kena jaga hati org and aku rasa aku boleh je join memana plan haishhhh 
-1	macam mana nak tidur kalau still fikirkan orang yang kita sayang okay ke tak tu tidurnya lena ke dia perlukan aku tak ka 
-1	sebenernya dulunya smpet pacaran trus putus tapi masih ewita eh tau2 dikabarin gitu yg bikin masalah ada 
1	mas dani ini emang marketing canggih cara promosiin blog nya aja smooth banget
-1	hari aku mendapatkan cerita yang sangat menyentuh tentang bunuh diri teman di facebook membuka kisahnyaemoga bisa 
0	mbak vanda tolong bikin materi pokok mata kuliah hukum usaha tata negara ya iya pak nanti kalo saya ngga b 
1	memang betul kalau ada yang bilangeptember itu bulan ceria tapi kamu tau apa lagi yang bikin ceria ngemil cara 
-1	semua kata rinduku semakin membuatku tak berdaya menahan rasa ingin pulang percayalah padaku akupun rindu kamu ku 
0	to anon yang kata solat pun masih buat dosa tu nobody is normalising things here i'm sure everybody knows whats haram is 
0	angkut aku kak epaaaa
0	adik aku ni suka sangat pegi solat jumaat lambat
0	takkan tak test2 lagi kutt aku kasi pukul 10 lebih tadi 
0	oalah gitu vis kirain kamu mau ngajakin aku kesana hhaha 
-1	kepada anjir anjir yang seronok mengata pasal aku break off dengan manusia tu nahhh dah lepasni jangan salahkan aku dah 
1	tapi seriously tk penat pun sebab aku pernah kerja part time sebelum nie lagi penat
0	siang ini aku lihat kamu pakai kemeja dongker rambut kamu basah mungkin karena air wudhu jalan sendiri sambil bersihin kuku 
0	abang aku dah bengang 
1	mama dkt luar call aku tanya nak lunch apa and then i said i want goreng pisang hahahaha senang mama takyah masak mama pun pelik 
0	maka bersabarlah kamu terhadap ketetapan tuhanmu 68 48 
-1	sedih bila aku dengan cerita dr patient aku huhu makcik nie masuk ward sebab heart attack baik sngt suka tegur aku senyu 
0	give away aku mau ga dalam rangka merayakan ulang tahun nya chen exo list hadiah album only nct dream we go up 
-1	kenapa aku nangis baca komik ni 
0	ya nanti yg beli suruh siapin acc buat uname yg kamu jual
0	lagi cari upfoll yang mumer sering ada promo juga mampir sini ke aku gt lt tag lelang acc upfoll rp
1	emosi tidak akan membimbingmu pada suatu pemikiran atau tindakan positif oleh sebab itu kamu harus tenang teens livia
0	nak keluar duit utk payung lagi eiii bengong la payung kiut aku boleh pulak hilang
0	boleehh silahkan dm ajaa aku jg udah laporin dia ke pihak shopee kok
0	aku si ga masalah kalo ada embel embel kata tolong 
1	cinta sejati itu ga seperti pohon jadi ga mungkin bercabang cukup ada satu cinta aku dan kamu 
0	alasannn kamuuhhh 
-1	kau perempuan dan aku perempuan kau mesti tau macam mana sakit bila orang yang kita sayang layan pempuan lain melaink 
1	hai kamu safe flight ya 
-1	aku bukan anak orang senang pakai ala kadar je rupa pon takde apatah lagi harta bukan rendah diri tapi sedar diri 
0	guys ada siapa siapa yang nak beli cincin tak ring silver 925 and original diamond beli bulan 1 tahun 2017 aku beli 1 
0	aku tanya lah mamat ni ada gtau kt bf baru dia benda2 smua ni ka dia jwb tak buat apa nk bukak aib org allah tunju 
-1	aku pening ah 
0	nggak dipungut biaya kamu bisa tahu proses berwakaf dgn mudah barengun life indonesia amp booking tempa 
-1	aku sorang je ke rasa ayam kfc makin lama makin kecil 
0	jadi inget dulu ada temenmsan mau ngadain acara ulang tahun tema 1001 malem costume party harusnya ngundang 
-1	ya jawab aja bilang ke dia gamau atau gausah hargain sedikit lah orang yang peduli sama kamu jangan cuma k 
-1	dan aku pantang bila tengok mak pak yang jadi bodo n buat bodo bila anak misbehave kat public 
0	aku buat slide kat keynote mac takde pp kan risau kalau dari keynote tukar pp jadi lain baik pdfemua laptop boleh baca
0	lah kok njuk dikon takon karo aku iku jenenge njeblosake mahasiswa dhewe 
0	bayangkan kamu lagi telfonan sama hanbin ternyata udah tengah malem dan kamu ngantuk terus hanbin nyanyiin lagu sampe kam 
-1	bzzzz wtfff rennn kamu ama dokter cowo apa cewe 
0	jap lg aku ws dlm plant ni
0	kalo open regist aku mau join 
1	apa yang kamu anggap aneh aku anggap luar biasa 
0	tengok je best tapi takpernah berharap benda tu jadi dekat aku based aku hidup mcm mustahil benda2 ni nak jadi h 
0	masuk u sambung belajar sebab nak kerja baik amp tak susahkan parents but now aku rasa aku lagi susahkan parents if continue my 
0	keburu dong aku di integ e kursi 8
1	aku malah nangkepnya kreatif lucuk sih daripada dia naro link mv di tweet berita yg ga ada hubungan sama se 
-1	kisah sedih harini aku ingatkan aku dah bukak penutup tupperware ni 
0	kalau bal jadi photog senang sikit tunjuk gigi ja dh nk mati gelak 
-1	tapi kmu sudah tak seperti dulu skrg suka tidur duluan dan aku sangat kecewa 
-1	susah jugak muka ganas niampai mak sendiri kata muka penyamun mcm aku 
-1	kak dwita kita udah kenal lama eh pada akhirnya aku tau dia nggak cuma manggil sayang ke aku dia lebih dulu punya 
-1	jangan selalu menyalahkan orang lain ada kalanya kamu juga harus intropeksi diri
-1	kita lahir bersama senang bersama tapi kenapa kamu mati duluan kata kakek sambil melihat kedalam sarung mikirkeras
-1	hadoiii penat aku tengok dia lari 
0	crazyrichsurabayan mantengin hashtag ini beneran loh memang adanya begitu orang surabaya ini banyak yg tajir melintir b 
-1	igt nk amek pakej bayar tiap bulan tp mcm xkeluar lg pakej nk beli terus woah nangis asb aku kang
0	5 ciri nyeleneh orang ber iq tinggi kamualahatunya tips trik
0	bilang aamiin makasih kalo aku anti kamu lebih cantik club 
1	sekarang aku belajar redha amp terima hakikat yg dia bukan untk aku setia amp syg aku untk orng lain yg boleh lebih menghargai aku 
0	saya sebagai cikgu music nak bgtau sikit la faedah dia first sekali ia merupakan instrument yang paling mudah untuk tah 
0	kak naruto rambutnya kuning menurut penglihatan kamu warna apa 
1	esok aku akan kawin k guys boleh dtg ramai2 ya pfttt
0	tapi feeling aku sih johnny
0	waalaikumsalam masya allah aku kenal sajadah tu
0	aku baru buatekali
-1	orang sabah jangan kamu kasitau pulau mana yang selamat biar dorang kenak culik betul betul oleh abu sayap 
-1	yang paling aku benci adalah orang yang ingin mengambil hak kebebasanku kaito kid
1	siap sayang semuanya buat kamu 
-1	chanu mulu siapa kamu sih dia molor aja gih aku mau ngebacot cantik
-1	gamau kalo selama nya aku yg cape ehh icung udh jadi kan ini kan 
-1	guys karena aku pusing banget gak dapet tiket fansign gabisa nonton ic jkt dan kepikiran sebong terus menerus sampe sedih te 
0	lirik lagu kunto aji topikemalam lirik lagu kunto aji topikemalam lirik topikemalam kunto aji kunto aji 
1	tak sabarnya tunggu bulan 10 kumpul duit pi travel thn depan kakak aku ajak prgi perak aku kalau boleh nk pergi melak 
1	hahahaha aku tergelak weh
-1	aku tak berharap dpt titik dua bintang hug darimu tp aku berharap dapat satu titik dimana hanya ada aku di hatimuteffy ai
-1	itu kapel kamu kok jelek ya wkwk
1	noey aku cuma mau bilang i love u noeey chibi
0	nder kamu beli apa aja aku bingung mau beli apa wkwk
-1	takde gf pun takpe imaginary gf pun also can lepastu lama lama aku jadi gila sekian
1	nice nice aku anak kicil nich 
0	butoh bila masa ntah aku visit 
0	assalamualaikum pada hari ni aku sendiri akan ajar korang bagaimana cara membersihkan fileampah di laptop dan komputer t 
-1	sebelum kamu menyeksa kucing ingatlah ia adalah haiwan kesayangan nabi muhammad a w 
-1	hmm hmm kamu iri ya karna ga ada yg ngechat ga ada yg bisa di ceritain hmm 
1	hahahah becilaaa mu tahu dok tkdok orang pun ganti akuian dia buat sdiri 
0	win betul caption 
0	aku pas itu 2 5gb sehari aja kadang kurang hm
0	salam siapa sini ada kenal orang boleh tengok hantu ac bilik tadi time orang service ac dia okay je bila orang t 
0	omg makin berisik ada lah aku diam sitok 
0	sebab tu lah kalau ibu masak aku akan jamah jugak sikit 
1	terima atas kesetian selama iniusah senang bersama dulu ko nak pergi pd ko tinggal akuekarang ko nak konvo 
1	bismillah semoga aku beruntung blm punya album ini 
0	aku lagi belajar banget tentang manajemen sabar sama buruk sangka dan yang aku rasain semesta ngedukung banget de 
0	aku rasa dia ni spesies aku gak bila nak tgok status ws duk private bluetick dulu baru tgok status org haha ike ike
1	aku suka bila org yg aku syg selalu cari aku letakkan aku sbg priority diauka duka susah senang dia cari aku dia tak p 
1	sebenarnya aku tak percaya dengan kesempurnaan karena itulah kita terlahir untuk mempelajari sesuatu dan membandingkan diri kita dengan y
-1	ternyata disini kamu mengakui kalau kamu goblok yaa fantastik kejujuran yg patut di apresiasi 
0	kalo aku ga kenal berarti aku belum tua ya kan
1	nanti aku liat deh wkwkwk
1	ya allah aku berlindung kepada mu dari siksa kubur dari siksa neraka jahannam dari fitnah hidup dan mati dan dari f 
1	aku mohon jangan baik sangat hati ini mudah jatuh pada manusia yang suka mengambil berat 
0	aku surabaya km mana 
1	pantai indonesia gak kalah indah sama pantai luar negeri lho booklovers cocok buat berlibur dan bersantai saat 
1	kalau dm aku mau kakk
1	kesetiaan sejati bisa berbicara apa yg kamu anggap benar dan apa yg kamu anggap salah jowy blightuikoden 
0	kok aku speechless 
1	aku ingin merasakan cinta tapi bukan dari orang lain yg ku ingin kan hanya dari kamu 
1	eh aku tak segan nak mintak aku mintak je lantak pi lah selalu aku sindir cara halus hahahaha
-1	kelak bukan aku yang akan kamu rindukan tapi hatiku rumah ternyaman yang pernah dihuni oleh cintamu 
0	bapak kalo mau kreditnya cair besok kudu tanda tangan hari ini pak wah saya lagi sibuk di lampung kamu aja ya 
-1	iya gara aku bacot keknya 
-1	5 39 78 aero 39 74 8hp kamu boong '
0	makin besar ko masih buat centu aku pancung ko dik
0	haa tu belum aku bertunang lagi man
1	bagus blok aku ni kejut pegi solat jumaat aku dah terkangkang dah tidoq penat kelas tadi jalan kaki siaa kena tinggal bas emmm
-1	aku belom dapet huhu
1	anak jiran aku umur 3 tahun bagitau 'bf ko gay kak sbb tu dia dah taknak pegang tetek ko laangsung' hahahahahaahahaha 
0	nantikan spin off tentang aku danumiyati pasangan yang selalu tak tahu nak makan apa so kita kena one two jus 
0	ketika berkunjung ke waitomo kamu akan melihat hamparan perbukitan hijau tapi tahukah kamu kalau di bawah tanahny 
0	nah koleksi wallpaperuperman yang aku ada kalau ada yg nak tambah meh ler tambah 
0	broimak video ini ribka tjiptaning penulis buku aku bangga jadi anak pki dia setuju pki harus tetap ada yang pasti d 
-1	aku ora bakal mbatesi koe ameh ngene ngono mergo yen koe cinta aku koe mudeng pie carane njogo atiku ben ora cemburu utowo 
0	so aku pergi klinik sebab muntah tengok carta organisasi dia buatkan aku nak tergelak apa ni wei 
1	aku bahagia
1	kan aku pi padang brown pakcik ayaq teruih tanya mak mana mak sihat ka hahahahahaa 
0	trans7 tidak mau melewatkan kisahklasiktrans7 sheilaon7 tapi masih dijalan nanti malam ikuti livetreaming k 
0	i make my own formula untuk ingat subject killer membaca orang kata pelik eh suka hati aku la 
-1	aku gabisa ngebacot 
0	bila ni weh aku tak deliver lg frame kau ni haha
-1	when bestfriend say kau kahwin dengan aku je lah erkkk krik2 kita kawan je lah
0	1 kauseling letter dh diterima aku kna pergi sblom dpt letter strusnya 
-1	bodola emma tak jadi aku nak murung harini 
1	cinta aku ke kamu ilham 
0	istirahat sebentar capek dance 5 jam belum lagi nanti sore harus ketemu klien 
0	dia kate takboleh dik kena print jugako aku katelah okay akak tggu jap saya potong barisan pergi print pastu
-1	me aku malas nak jaga hati orang also me hmm tak sampai hati pulak 
-1	aku fakap betul kalau nak pergi makan ramai2 nak happy2 tetibe ada yang badmood woiiii nak makan je woiii 
-1	kamulah satu satunya yang ternyata stalking aku maafkanlah aku selama ini yang sedikit melupakanmu 
0	hmm 10 jam aja aku mah nenek gue pun tau maksud twit dia dia orang
-1	dosaaa aku kutuk nih ka jeno nya
1	makin besar makin banyak benda yang aku belajar 
-1	ko lek jap aku nak block
-1	itu foto bayinya asli anaknya nder kok ngga di sensor wajahnya kasian loh masih bayi belum ngerti dosa tp udah 
1	kita butuh bicara dengan hati yang damai namun sayang rasa rasanya cinta ini terlalu besar untuk bisa dibungkam ketika m 
1	weh apadia mimpi aku ngandung hahahahahah
0	giveaway diadakan dlm rangka bday guanlin mau tambah tmn monbebe amp nctzen 
0	kau reti sabar takkkk aku ipx pon tak tukar lagi
1	perangai classmate aku dah mcm perangai abg2 aku hahaha oh why
1	dikasih asupan cinta tiada henti aku jadi kenyang tidak perlu melirik grup lain 
0	aku pun
1	hahaha i can t sepanjang aku kerja tak pernah lagi dapat intubated patient yg boleh cakap and active macam ni again dram 
0	jangan khawatir kamu tinggal beli concealer atau foundation masalah terselesaikan 
1	selamat istirahat aku sayang diriku 
1	idm army aku gabut ayo mutualan sama aku aja ya autofollback tapi hehe 
1	hahahahahahahaampai tudung aku dh nk tercabut dgnpec jatuh 
0	weh sumpah aku tkleh move on dengar suara housemate aku 
0	aku cam kesian betul kat sapa yg angkat iphone x last time kena tibai balik refresh baru tahun ni
-1	hi iblis aku ada ter rapat dengan seorang janda anak satu masih baby isu dia ex husband dia kawan baik aku kami be 
0	pengen ganchar jadi yoo in na eh tapi fanbase nya cuma sedikit doang aku juga belum ketemu akun artis rl nya 
-1	terlalu mudah kesiankan orang padahal orang langsung tak kesiankan aku kesian
0	mb aku repost di igs boleh 
-1	makin loner aku bila tengok benda ni 
-1	aku confuse dgn penjual kt malaysia ni macam asik tunjuk kekayaan je nak jual ke nak show off tunjuk kekayaan then 
0	port dickson ni nostalgia aku kena tgkap basah duluungguh syhdu 
1	teens fannie aku rela ikut lomba lari keliling dunia asalkan kamu yang jadi garis finish nya
1	mazmur 3 3 3 4 tetapi engkau tuhan adalah perisai yang melindungi aku engkaulah kemuliaanku dan yang mengangkat kepalaku 
0	teringat time f4 aku pecut gile nk lumbe ngan ariffa
-1	aku bukan gay
-1	sumpah tak suka bila rasa diri jadi second choice kan best kalau ada orang yang memang tunggu aku dah lama and still 
0	ehan chan punya youtube channel lengkap ada engsubnya tonton deh aku senang menjerumuskan kawanku
1	kita hidup di negara yang jauh dari sempurna tapi selama aku bernyawa akan kujaga indonesiaelamat menikmati ceri 
0	pernah pas masih ngajar privat gt adek kakak muridnya adek aku weekend ini mau ke spore miss pernah ke s 
0	to those girls yg suka gatal with matair org this is for you 
0	5 huahaha aku lebih tua
0	sv eksaited dgn tajuk fyp aku risau giler ni nak proceed dgn tajuk tu 
1	aku juga ikutan ahh guys bantu aku untuk menabung pls karna wangku untuk tiket lytour kepake hal urgent jdinya ku har 
-1	aku yang bodoh ke lawak ni yang bodoh heheh
-1	logik yg diorang nk cakap is yang pung pang pung pang membela nasib kucing dobi tu takde pulak mengutip kucing jalanan y 
1	walaupun diri ini dah hancur percayalah aku cuba juga untuk membahagiakan orang sekeliling tanpa putus asa itu sahaja ya 
0	aku dan teman temanku sesama anak durhaka foto bersama 
0	lirik lagu devano danendra ini aku lyrics download mp3 mp4 songs kpop free music 
0	hadeh keburu aku jadian sama hyungwon 
0	hai carats buat kalian yang kemarin ngga bisa dateng di acara mini gathering ultah jun dan hoshi aku bakalan bagiin good 
-1	agak kesel karena makam disekitar sarean bapak udah penuuuh banget bener2 penuh dan ga teratur ditumpuk2 gitu de 
0	hey ternyata aku akan bekerja 
1	tips untuk membuat perempuan bahagia kalau dia chat kamu jam 13 00 usahakan balas chat dia jam 12 59 
-1	inilah kenapa aku sorry tidak suka laki jaman sekarang kebanyakan dari mereka itu suka semena dan kasar i 
-1	aku memang tak berapa nak cekap main tarik tali ni masa bercinta sedangkan pintu yang tulis tarik pun aku tolak a 
1	aku juga lagi nyari
0	boleh mintak dilan satu bila dengar dilan sebut semua ni kan kau takkan rasa geli tau konon mcm nak kata dia jiwang and 
-1	temen gue yg lagi di padang nge dm jun kangen aku gak terus aku jawab enggak abis itu dia gak ada bales lagi respon gw dingin ya 
-1	tapi berarti udah punya anak ya hmm lalu apa gunanya untuk aku
-1	bahagiaku kamu bahagiamu aku kenapa malah selalu ada celah untuk dia 
0	ini kamu dom mana 
-1	mungkin aku tersilap fikir selama ini 
0	jaman saiki cah lanang seneng ro cah wedok tapi ra wani mbribik ra wani ngomong mbasan ditakoni alesane njawabe la 
0	aku juga semuanya apalagi la nya 
-1	sedara aku buat hal pergi kenduri kahwin lepas tu ramai sangat orang lepas tu risau tak dapat tempat duduk maka htt 
0	booking tarikh awal2 pastu bila tak jadi bagitau la awal2 ni senyap je kalau aku tak tanya dia pon tak ckp kot zzz
-1	dimusnahkan secara halus aja anggap aja dia ga ada kalo udh tau gitu sih aku jadi males ngejb 
0	saran untuk 2018 dan pap terbaik mu udah deket 2019 aja nih sorry baru answerrr jangan kecewa kalo cita2 or hara 
-1	aku pun tak faham dengan diri aku 
0	mataku tajem imo boleh boleh aku abisnya gak pernah diajak pergi lagi
1	tuhan yang tercinta anugerahilah aku dengan sebuah ide bisnis yang akan meledakkan peranku bagi kebaikan sesama aamiin
-1	aww aku terinfeksi ayo maju loe kita gelut
0	ok baru aku taw ramai yang fikir bila main boling ada orang yang akan susun pin dekat belakang ponek weiio ini how an 
-1	vote mwave music chart h 5 mass voting voting serentak 1x vote per akun per hari 
0	gak soalnya aku bisa 5gb sehari haha
-1	yah telat ya aku udh gblh ikutan dong 
1	kamu sukanya cowo lain
0	iyaa mak kalo perlu semua kembangku buat kamu haha nanti pas aku nikah kamunya nggak 
1	aku masih ada juga wkwkwkw
1	semoga kk panjang umur sehat selalu jodoh sama hyunjin bisa nonton straykids bisa ikut fansign po 
1	untung kamu strong ya pukpuk diri sendiri 
0	tak ada aku cuma share aja
1	gua dinyanyiin raisa lagunya mantan terindah ya allah aku terharu 
0	pernah jadi guru tamu did elite diby barat nunjukin foto jl uripumoharjo me ada yang 
-1	jujur sedih banget h 2 terakhir di bandung tp ayam geprek fav aku malah pindah tempat dan jadinya gabisa dipesen le 
-1	enggan melepas hati yang satu tetapi menggoda hati yang lain kamu ini kemaruk jadi manusia 
-1	apa benda bodoh women yang kena blame pulak ni benak tak da kaitan lah bodo ada ke org blame pompuan bunuh binatang 
1	masyaallah sistur sedapnya suara dia 
1	wakakaka gapapa aku dukung
0	aku ngasih kulit ayam goreng yang blm aku makan sama sekali ke kekasih dan kekasih juga gak pelit2 untuk ginian sih lt 3
0	koen sing cedhek cook tulungono aku antemi 5set wolak walik ngarep mburi ngisor nduwur wong siji iku 
1	aku lebih suka berimajinasi 
1	dibalik semua kebosanan dan ketidaknyamanan dalam hidup mu inget masih ada aku di aceh tetep bersukur ya 
1	aku ingin selalu berpikiran positif meskipun pada kenyataannya aku keliru dan akhirnya aku harus menyembuhkan luka 
0	nih aku sdg di abuella 
1	kalau akhlak mereka lebih baik kenapa engga kalau mereka lebih bisa menghargai melindungi dan 
-1	percuma mas lak aku seng wara 
-1	si ay ini juga pernah bkin lirik yg ngerendahin perempuan dan merujuk ke s x aku sendiri gak paham apa hbgnnya s 
-1	sebab itu sampai sekarang aku tak tengok video yang diaorang seksa kucing ni baca benda ni pun boleh buat aku menangis 
0	sudah sudahlah korang kenang benda yang belum pasti dah 4 tahun berlalu video ni viral tapi kenangan aku dengan hang 
0	ikut kau lah nak kawan dengan aku kawan teruskan aku okay je aku tak suka berdendam tapi jangan lah sampai ak 
1	jangan batasi dirimu dengan kata 'menyerah' kegagalan hanya sementara percaya diri terus berusaha dan katakan 'aku bisa ' 
0	ni aku lari baring dh 
0	terus aku ghaser nak muntah 
0	emang bocah nih jiwa aku 
-1	ok aku gamau dateng ya ke nikahannya 
0	jap aku hantar location
1	ihiy aku juga mau minta donkk 
-1	hancur habis hati aku
-1	mbok kalau mau ngutip pilm itu yg sedikit nasionalis kek misalnya kamu tuh kalau lagi kebingungan lebih nyenengin ya 
0	pingin banget aku folback ya 
0	bosqu 1 jam yang lalu warnanya pink aja biar pas ke contentudah melalui proses editing hampir 99 rampung 
1	aku tak pernah memiliki kebijakan aku hanya melakukan yang terbaik setiap kali dan setiap hari quranhour
0	askmf yang suka jb2 yuk followan aku butuh temen ngobrol ga cuman butuh followers rt aja yaaa
1	save skit utk aku hahahaha 
1	allahu trimas la sebab caring tapi jangan la buat aku ni macam tak sedar diri aku sedar tahap aku dekat mana usaha aku 
0	nanti aku cengkung kau sabarje
1	nah aku juga kepikiran gitu pengen bgt punya totoro duluan hahaha tp pengen juga punya temples sesegera mungkin hahaha
-1	si kamvret kayak ga niat jualan yakali exp bahan makanan 10thn langsung aku blockir seller macem gini 
1	kau tak perlu berubah aku mencintai baik dan burukmu laku masa lalumuegala kekurangan yg tak kau banggakan jg segal 
1	7ocial pr aku rasa benda ni paling penting kalau lah kau tak berjaya dalam akedemik sekalipun kau perlu power benda ni 
0	aku sedang nyenyak2nya btw nonton apa boleh dong buat referensi 
